,Action,Adventure,Animation,Comedy,Crime,Drama,Family,History,Horror,Fantasy_Mystery,Romance,Science Fiction,Thriller,Other,ID
1760,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20344
1761,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14346
1762,1,0,0,0,0,1,0,0,0,0,0,0,0,0,19996
1763,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18703
1764,0,0,0,1,0,1,0,0,0,0,1,0,0,0,12714
1765,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13920
1766,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22436
1767,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27323
1768,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14557
1769,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16430
1770,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12486
1771,0,0,0,1,0,0,1,0,0,0,0,0,0,0,26177
1772,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18574
1773,0,1,0,0,0,0,1,0,0,0,0,0,0,1,13404
1774,0,1,0,1,0,0,1,0,0,1,0,0,0,0,10488
1775,0,0,0,1,0,0,0,0,0,0,1,1,0,0,11561
1776,1,0,0,0,0,1,0,1,0,0,0,0,0,0,14392
1777,0,0,0,1,0,0,1,0,0,1,0,0,0,0,19273
1778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19416
1779,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13020
1780,1,0,0,0,0,0,0,0,0,0,0,1,1,0,25391
1781,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19086
1782,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26126
1783,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18069
1784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19965
1785,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18602
1786,1,0,0,0,0,0,0,0,0,0,0,0,1,0,27333
1787,0,0,0,0,0,1,0,0,0,0,1,0,1,0,25649
1788,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10905
1789,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19236
1790,1,0,0,0,0,1,0,0,0,0,1,0,0,0,27191
1791,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18692
1792,0,1,1,0,0,0,1,0,0,1,0,0,0,0,10693
1793,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28109
1794,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19541
1795,1,0,0,0,0,1,0,0,0,0,0,0,1,0,24048
1796,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29718
1797,0,0,0,0,0,1,0,1,0,0,0,0,0,1,25385
1798,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27394
1799,0,0,0,1,1,0,0,0,0,0,1,0,0,0,10878
1800,0,0,0,0,0,1,0,0,0,0,0,1,1,0,14620
1801,1,0,0,0,0,0,0,0,0,0,0,1,1,0,10483
1802,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16277
1803,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11175
1804,0,0,0,0,0,1,0,1,0,0,0,0,0,0,10360
1805,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25656
1806,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10261
1807,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16675
1808,0,0,0,1,0,1,0,0,0,0,0,0,0,0,20645
1809,0,0,0,1,0,1,0,0,0,0,0,0,0,0,29444
1810,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26580
1811,1,1,0,1,0,0,0,0,0,0,0,0,1,0,11375
1812,1,0,0,0,0,1,0,0,0,1,1,0,0,0,22657
1813,0,0,0,0,0,1,0,0,0,0,0,0,1,0,27978
1814,0,0,0,1,0,1,0,0,0,0,1,0,0,1,25037
1815,0,0,0,0,1,0,0,0,0,1,0,0,1,0,26331
1816,1,1,0,1,1,0,0,0,0,0,0,0,1,0,12138
1817,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15800
1818,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28751
1819,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26054
1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20349
1821,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14236
1822,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14143
1823,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23996
1824,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29561
1825,0,1,0,0,0,1,0,0,0,0,0,0,0,0,11331
1826,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16272
1827,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25071
1828,1,0,0,0,0,1,0,1,0,1,0,0,0,0,14449
1829,0,0,0,1,0,1,0,0,0,0,0,0,0,0,22557
1830,1,0,0,1,0,1,0,0,0,0,0,0,0,0,20164
1831,1,0,0,0,0,0,0,0,0,1,0,0,0,0,18911
1832,0,0,0,1,1,0,0,0,0,0,0,0,0,0,13411
1833,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15284
1834,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10053
1835,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15494
1836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27332
1837,0,0,0,0,1,1,0,0,0,0,0,0,1,0,22398
1838,0,0,0,0,1,1,0,0,0,0,1,0,1,0,14412
1839,0,0,0,1,0,0,0,0,0,0,1,0,0,0,25896
1840,0,0,0,1,0,1,0,0,0,0,1,0,0,0,29538
1841,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13678
1842,0,0,0,0,0,1,0,0,1,1,0,1,1,0,25875
1843,0,0,0,0,0,1,0,0,0,0,1,0,0,0,25638
1844,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26019
1845,0,0,0,1,0,1,0,0,0,0,1,1,1,0,26454
1846,1,0,0,1,0,0,1,0,0,0,0,0,1,0,11890
1847,1,0,0,0,0,0,0,0,1,0,0,1,0,0,27649
1848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12443
1849,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18898
1850,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26825
1851,0,0,0,1,0,0,0,0,0,0,1,0,0,0,28289
1852,0,0,0,0,0,1,0,0,1,0,0,0,1,0,20669
1853,0,0,0,0,0,1,1,0,0,0,0,0,0,0,18123
1854,0,0,0,1,0,1,0,0,0,0,1,0,0,0,25020
1855,1,0,0,0,1,1,0,0,0,0,0,0,1,0,25563
1856,0,1,0,1,0,1,0,0,0,0,0,0,0,1,15616
1857,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27700
1858,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11445
1859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29801
1860,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14287
1861,0,0,0,0,0,1,0,0,0,1,0,0,1,0,24488
1862,0,0,0,0,0,1,0,0,0,0,0,0,0,1,13405
1863,1,1,0,1,0,0,0,0,0,0,0,0,0,0,24435
1864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15355
1865,0,1,0,0,0,0,0,0,0,0,0,1,0,0,26581
1866,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17894
1867,0,0,0,0,1,1,0,0,0,1,0,0,1,0,24135
1868,0,1,1,0,0,0,1,0,0,1,0,0,0,0,13179
1869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13513
1870,0,0,0,1,0,1,0,0,1,1,0,0,0,0,21588
1871,0,0,0,0,0,1,0,1,0,0,0,0,1,0,21505
1872,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13795
1873,1,1,0,1,0,0,0,0,0,0,0,0,0,0,14342
1874,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17007
1875,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12485
1876,0,0,0,1,0,0,0,0,0,1,0,0,0,0,13948
1877,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11669
1878,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22101
1879,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11148
1880,1,0,0,0,0,0,0,0,1,0,0,1,1,0,12476
1881,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12698
1882,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19444
1883,0,0,0,1,0,1,0,0,0,0,1,0,0,0,11337
1884,0,0,1,0,0,1,0,0,1,1,0,1,0,0,17778
1885,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24754
1886,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23550
1887,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14017
1888,0,0,0,1,1,0,0,0,0,0,0,0,0,0,15040
1889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28630
1890,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25635
1891,0,0,0,1,0,0,0,0,1,0,0,0,0,0,27476
1892,0,0,0,1,1,1,0,0,0,1,1,0,1,0,17590
1893,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15387
1894,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20513
1895,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19459
1896,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18461
1897,1,0,0,0,0,0,0,0,0,0,0,0,0,1,10772
1898,0,0,0,0,0,1,1,0,0,1,0,0,0,0,25842
1899,0,1,0,1,0,0,0,0,0,0,1,0,0,0,20878
1900,0,0,1,1,0,1,0,0,0,0,0,0,0,0,16002
1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13447
1902,0,0,0,1,0,0,0,0,0,0,1,0,0,0,22233
1903,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13726
1904,0,0,0,0,0,1,0,0,0,0,1,0,0,0,29965
1905,0,0,1,0,0,0,1,0,0,1,0,1,0,0,25078
1906,0,0,0,1,0,1,1,0,0,1,0,0,0,0,19724
1907,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19950
1908,0,0,0,1,0,1,0,0,0,1,0,0,0,0,29451
1909,0,0,1,0,0,1,1,0,0,1,0,0,0,0,28032
1910,0,0,1,1,0,1,1,0,0,1,0,0,0,0,11497
1911,0,0,0,1,1,1,0,0,0,0,0,0,0,0,16517
1912,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20604
1913,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16902
1914,1,1,0,0,0,1,0,0,0,0,0,0,0,0,18624
1915,0,0,0,1,0,1,0,1,0,0,1,0,0,0,11673
1916,0,0,0,0,0,1,1,0,0,0,0,0,0,0,25786
1917,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16030
1918,0,0,0,0,1,1,0,0,0,0,0,0,1,0,18621
1919,0,0,0,0,0,1,0,1,0,0,1,0,0,0,11400
1920,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15936
1921,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17347
1922,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28912
1923,0,1,1,1,0,0,1,0,0,0,0,0,0,0,14160
1924,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15928
1925,0,0,0,0,0,0,0,0,1,1,0,0,1,0,13515
1926,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16642
1927,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12314
1928,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27466
1929,1,0,0,1,0,0,0,0,0,0,0,1,0,0,17821
1930,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27122
1931,1,1,0,0,0,0,0,0,0,0,0,1,0,0,24746
1932,0,0,0,0,0,1,0,1,0,0,0,0,0,1,13470
1933,0,0,0,0,0,1,0,0,0,0,1,0,0,0,19415
1934,1,1,0,0,0,0,0,0,1,0,0,1,0,0,12561
1935,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13106
1936,0,0,0,1,0,1,0,0,0,0,1,0,0,0,12890
1937,0,0,0,1,0,1,0,0,0,1,1,0,0,0,19072
1938,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23112
1939,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25626
1940,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13702
1941,0,0,0,0,0,0,0,0,1,1,0,1,0,0,12223
1942,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21928
1943,0,0,0,0,0,0,0,0,1,1,0,0,1,0,11015
1944,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15701
1945,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18204
1946,1,1,0,0,0,1,0,0,0,0,0,0,1,0,27310
1947,0,0,0,0,0,1,0,0,0,0,0,0,0,0,29008
1948,0,0,0,0,0,1,0,0,0,1,0,0,1,0,12117
1949,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11682
1950,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16322
1951,0,0,0,0,1,1,0,0,1,1,0,0,0,0,29241
1952,0,0,0,1,0,1,0,0,0,0,1,0,0,0,19044
1953,0,0,0,1,0,1,0,0,0,0,1,0,0,0,27444
1954,0,0,0,0,0,1,0,0,0,0,1,0,0,0,15624
1955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26344
1956,0,0,1,0,0,0,1,0,0,1,0,0,0,0,20172
1957,0,0,0,1,0,0,0,0,0,0,1,0,0,0,22829
1958,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16315
1959,0,0,0,0,0,0,0,0,1,0,0,0,1,0,24097
1960,0,0,0,1,1,0,0,0,0,1,0,0,1,0,20030
1961,0,1,0,0,0,1,0,1,0,0,0,0,0,1,12701
1962,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28071
1963,1,1,0,0,0,1,0,0,0,0,0,0,1,1,12106
1964,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29190
1965,0,0,0,0,0,1,0,0,0,0,1,0,0,0,25095
1966,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15261
1967,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28597
1968,0,0,0,1,0,1,0,0,0,0,0,0,0,0,25110
1969,0,0,0,0,0,0,0,0,1,1,0,0,1,1,15360
1970,0,0,1,0,0,0,1,0,0,0,0,0,0,0,13397
1971,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17680
1972,0,1,1,0,0,0,1,0,0,1,0,0,0,0,10191
1973,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20309
1974,0,0,0,0,0,1,0,1,0,0,1,0,0,0,11620
1975,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28411
1976,0,0,0,0,1,1,0,0,0,1,0,0,1,0,14127
1977,0,0,0,0,0,1,0,1,0,0,1,0,0,0,21867
1978,0,0,0,0,1,1,0,0,0,0,1,0,1,0,22784
1979,0,0,0,0,0,1,0,0,0,0,0,0,1,1,22404
1980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27651
1981,1,1,0,0,0,1,0,0,0,0,0,1,1,0,21836
1982,0,1,0,0,0,0,1,0,0,0,0,0,0,0,20141
1983,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27906
1984,0,0,0,1,0,0,0,0,0,1,0,1,0,1,27645
1985,0,0,0,0,0,1,0,0,1,0,0,0,0,0,29232
1986,0,0,0,1,0,1,0,0,0,0,1,0,0,0,25183
1987,1,0,0,1,1,0,0,0,0,0,0,0,0,0,11613
1988,0,0,0,0,0,1,0,0,0,1,0,0,1,0,25504
1989,1,1,1,0,0,0,0,0,0,1,0,0,0,0,22537
1990,0,0,0,1,0,1,0,0,0,0,0,0,0,0,13446
1991,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11728
1992,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26142
1993,0,0,0,0,0,1,0,0,0,0,0,0,0,1,27106
1994,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24707
1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28112
1996,0,1,0,0,0,0,0,0,0,1,0,0,0,0,26804
1997,1,0,0,0,0,0,0,0,0,0,0,1,0,0,26832
1998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28344
1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15706
2000,1,0,0,0,1,1,0,0,0,0,0,0,1,0,16958
2001,0,0,0,0,0,1,0,0,0,0,1,0,0,0,27563
2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11073
2003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26654
2004,0,0,0,0,0,1,0,0,0,1,0,0,0,0,28662
2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11247
2006,1,0,0,0,0,1,0,0,0,0,0,0,0,0,26630
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12270
2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28659
2009,0,0,0,0,1,0,0,0,0,0,0,0,1,0,26174
2010,0,0,0,0,0,1,0,0,1,0,0,0,1,0,29336
2011,0,0,0,0,0,0,0,0,0,1,0,0,1,0,27263
2012,1,1,0,0,0,1,0,0,0,0,0,0,0,0,19740
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25303
2014,0,0,0,0,0,1,0,0,0,0,1,0,0,1,18721
2015,0,0,0,0,0,1,0,0,0,0,0,0,1,0,28385
2016,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11332
2017,1,0,0,1,0,0,0,0,0,0,0,1,0,0,11918
2018,1,0,0,0,0,0,0,0,1,0,0,0,1,0,29448
2019,0,0,0,0,0,1,0,0,1,0,0,0,1,0,29396
2020,0,0,0,0,0,0,0,0,1,0,0,0,0,1,29721
2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13990
2022,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16077
2023,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11816
2024,0,0,0,0,0,1,0,0,1,0,0,0,0,0,28436
2025,1,0,0,1,0,0,0,0,0,0,0,0,0,0,22092
2026,0,0,0,0,0,0,0,0,1,0,0,0,1,0,26588
2027,1,0,0,0,0,1,0,1,0,0,0,0,0,0,29584
2028,1,0,0,0,0,0,0,0,1,0,0,0,0,0,29555
2029,0,0,0,0,0,1,0,0,0,0,0,0,1,1,27375
2030,0,0,0,0,0,1,0,0,1,0,0,1,1,0,16241
2031,0,0,0,0,0,0,0,0,0,1,0,1,1,0,12101
2032,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15302
2033,0,0,0,0,0,0,0,0,1,0,0,1,0,0,29238
2034,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25494
2035,1,0,0,0,0,0,0,0,0,0,0,0,1,0,14636
2036,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15840
2037,0,0,0,1,0,0,1,0,0,0,1,1,0,0,18331
2038,0,0,0,0,0,0,0,0,1,0,0,1,0,0,29938
2039,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13341
2040,0,1,0,0,0,1,0,0,1,0,0,0,0,0,19201
2041,0,0,1,0,0,0,1,0,0,1,0,1,0,0,15139
2042,1,0,0,1,1,1,0,0,0,0,0,0,0,0,25074
2043,0,0,0,1,0,0,1,0,0,0,0,0,0,0,29509
2044,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15952
2045,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10227
2046,0,0,0,0,0,1,0,0,0,1,1,0,0,0,15775
2047,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12614
2048,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28789
2049,0,0,1,1,0,0,0,0,0,0,0,0,0,0,20579
2050,1,0,0,0,1,0,0,0,0,0,0,0,1,0,11371
2051,0,0,0,0,0,1,1,0,0,0,0,0,0,1,25101
2052,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19365
2053,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21451
2054,0,0,0,0,0,1,0,0,0,1,0,0,1,0,29268
2055,0,0,0,0,1,1,0,0,0,0,0,0,1,0,26114
2056,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16247
2057,1,0,0,0,1,1,0,0,0,0,0,0,0,0,22291
2058,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21184
2059,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20941
2060,0,0,0,1,0,1,0,0,0,0,1,0,0,0,13497
2061,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25782
2062,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16204
2063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25126
2064,0,0,0,1,0,0,0,0,0,0,1,0,0,0,24405
2065,1,0,1,0,0,0,0,0,0,1,0,0,0,0,22154
2066,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13293
2067,0,0,0,1,0,1,0,0,0,0,1,0,0,0,10184
2068,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28553
2069,0,0,0,0,0,1,0,0,0,0,1,1,1,0,12777
2070,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14806
2071,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25537
2072,0,0,0,0,1,1,0,0,0,1,0,0,1,0,16673
2073,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18218
2074,0,0,0,1,0,0,0,0,0,0,1,0,0,0,25698
2075,0,0,0,0,0,1,0,0,0,0,1,0,0,0,25519
2076,0,0,0,0,0,1,0,0,0,0,1,0,0,0,19765
2077,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13044
2078,0,0,0,0,1,0,0,0,1,1,0,0,1,0,28715
2079,0,0,0,0,0,1,0,0,0,0,1,0,0,0,13763
2080,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19886
2081,0,0,0,0,0,1,0,0,0,0,1,0,0,0,18212
2082,0,0,0,0,0,1,0,0,0,1,0,0,0,1,26522
2083,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19754
2084,1,0,0,0,1,0,0,0,0,0,0,0,1,0,15068
2085,0,0,0,0,1,1,0,0,0,1,0,0,1,0,11707
2086,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29559
2087,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24100
2088,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18165
2089,1,0,0,0,1,0,0,0,1,0,0,0,1,0,12095
2090,1,1,0,1,0,0,0,0,0,0,0,0,0,0,26199
2091,1,1,0,0,0,1,0,0,0,0,0,0,0,1,21027
2092,0,0,0,0,0,1,0,0,0,0,1,1,0,0,20032
2093,0,0,0,0,0,1,0,0,0,0,0,0,1,0,11766
2094,0,0,0,0,1,1,0,0,0,1,0,0,1,0,29193
2095,0,1,0,0,0,0,0,0,0,1,0,1,0,0,27085
2096,1,0,0,0,0,1,0,0,0,0,0,0,0,0,25664
2097,0,0,0,1,1,0,0,0,0,1,1,0,1,0,14588
2098,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13670
2099,1,1,0,0,1,1,0,0,0,0,0,0,1,1,16608
2100,1,0,0,1,0,0,0,0,0,0,0,0,1,0,25224
2101,0,0,0,0,0,0,0,0,1,0,0,0,0,1,27823
2102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25540
2103,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11752
2104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14604
2105,0,0,0,0,0,0,0,0,1,0,0,1,1,0,28687
2106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13455
2107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29147
2108,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10250
2109,0,0,0,1,0,1,0,0,0,0,1,0,0,0,29380
2110,1,1,0,0,0,1,0,0,0,0,0,0,1,0,14041
2111,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10041
2112,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11844
2113,1,1,0,1,1,0,0,0,0,0,0,0,0,0,11576
2114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23167
2115,1,0,0,0,0,0,0,0,1,0,0,0,1,0,28721
2116,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26956
2117,1,0,0,0,0,1,0,0,0,0,1,0,0,0,18644
2118,0,0,0,1,0,1,1,0,0,0,0,0,0,0,18357
2119,0,0,0,0,0,1,0,0,0,0,1,0,0,1,22971
2120,1,0,1,0,1,0,0,0,0,0,0,1,1,0,18874
2121,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19299
2122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19254
2123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11502
2124,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20116
2125,0,0,0,0,0,1,0,1,0,0,0,0,0,1,13439
2126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22193
2127,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14126
2128,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20027
2129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15957
2130,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10915
2131,0,0,0,1,0,1,0,0,0,0,1,0,1,0,16233
2132,0,0,0,1,0,0,0,0,1,0,0,0,1,0,10205
2133,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15254
2134,0,0,0,0,0,1,0,0,0,1,0,0,1,0,29267
2135,1,0,0,0,0,1,0,0,0,0,0,0,0,0,23839
2136,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12708
2137,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16365
2138,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26801
2139,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27774
2140,0,0,1,1,0,0,1,0,0,0,0,0,0,0,13248
2141,1,0,0,1,0,0,0,0,0,1,1,0,1,0,19900
2142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18205
2143,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15272
2144,1,0,0,0,1,0,0,0,0,0,0,0,0,0,25276
2145,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24923
2146,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15312
2147,0,0,0,1,0,1,0,0,0,0,1,0,0,0,14424
2148,0,0,0,0,0,1,0,0,0,1,0,0,1,0,26037
2149,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16990
2150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19196
2151,0,1,0,0,0,0,0,0,0,1,1,0,0,0,17604
2152,0,0,0,1,0,1,1,0,0,0,0,0,0,0,15920
2153,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29052
2154,0,0,0,0,1,1,0,0,0,0,0,0,0,0,29688
2155,0,0,0,0,0,0,0,0,1,0,0,0,0,1,13556
2156,1,0,0,1,0,1,0,0,0,0,0,0,0,1,20391
2157,0,0,0,1,0,1,0,0,1,1,0,0,1,0,13122
2158,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20975
2159,0,0,0,1,0,0,0,0,1,1,0,0,0,0,12591
2160,0,0,0,0,0,1,0,0,0,1,0,0,1,0,11223
2161,0,0,0,1,1,0,0,0,0,0,0,0,1,0,12241
2162,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16900
2163,0,0,0,0,0,1,0,0,0,0,1,0,0,0,27952
2164,0,0,0,0,0,1,0,0,0,0,1,0,0,0,26491
2165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27548
2166,0,1,0,1,0,0,1,0,0,1,0,1,0,0,13764
2167,1,0,0,1,0,0,0,0,0,0,0,0,0,0,25437
2168,0,0,0,0,0,1,0,0,0,0,0,0,0,1,11600
